12.751194;45.538303;
12.752192;45.536491;
12.752754;45.534870;
12.754066;45.532124;
12.755626;45.529751;
12.756750;45.526443;
12.759933;45.521637;
12.762991;45.516769;
12.766237;45.509277;
12.771112;45.501598;
12.774858;45.493111;
12.779977;45.483498;
12.786813;45.469086;
12.791184;45.454033;
12.798299;45.439926;
12.802780;45.424393;
12.810410;45.409840;
12.819621;45.394360;
12.826582;45.374149;
12.836851;45.357151;
12.851052;45.336693;
12.871278;45.316219;
12.889870;45.291042;
12.913975;45.267765;
12.936449;45.241295;
12.968500;45.221130;
13.001870;45.203342;
13.047068;45.191856;
13.087543;45.181526;
13.126530;45.170902;
13.167172;45.166885;
13.202937;45.164906;
13.237370;45.162846;
13.270856;45.162407;
13.299117;45.159397;
13.326979;45.159893;
13.357940;45.159405;
13.381163;45.160900;
13.408629;45.165894;
13.432851;45.169891;
13.452577;45.173141;
13.471554;45.174637;
13.486494;45.177986;
13.500146;45.180508;
13.512007;45.182755;
13.523743;45.184128;
13.536158;45.186047;
13.548363;45.186897;
13.559869;45.188274;
13.570263;45.189266;
13.581920;45.190742;
